125, 12.45, 22
126, 12.55, 15
127, 12.65, 22
128, 12.75, 14
129, 12.85, 13
130, 12.95, 16
131, 13.05, 21
132, 13.15, 13
133, 13.25, 16
134, 13.35, 12
135, 13.45, 15
136, 13.55, 14
137, 13.65, 15
138, 13.75, 12
139, 13.85, 15
140, 13.95, 15
141, 14.05, 15
142, 14.15, 17
143, 14.25, 12
144, 14.35, 20
145, 14.45, 11
146, 14.55, 22
147, 14.65, 10
148, 14.75, 15
149, 14.85, 15
150, 14.95, 13
151, 15.05, 20
152, 15.15, 15
153, 15.25, 18
154, 15.35, 15
155, 15.45, 15
156, 15.55, 13
157, 15.65, 11
158, 15.75, 19
159, 15.85, 20
160, 15.95, 17
161, 16.05, 23
162, 16.15, 22
163, 16.25, 27
164, 16.35, 22
165, 16.45, 18
166, 16.55, 17
167, 16.65, 15
168, 16.75, 17
169, 16.85, 19
170, 16.95, 21
171, 17.05, 13
172, 17.15, 16
173, 17.25, 12
174, 17.35, 18
175, 17.45, 15
176, 17.55, 14
177, 17.65, 13
178, 17.75, 14
179, 17.85, 15
180, 17.95, 18
181, 18.05, 8
182, 18.15, 9
183, 18.25, 13
184, 18.35, 10
185, 18.45, 24
186, 18.55, 13
187, 18.65, 21
188, 18.75, 26
189, 18.85, 15
190, 18.95, 12
191, 19.05, 12
192, 19.15, 13
193, 19.25, 13
194, 19.35, 6
195, 19.45, 12
196, 19.55, 15
197, 19.65, 15
198, 19.75, 20
199, 19.85, 17
200, 19.95, 18
201, 20.05, 21
202, 20.15, 15
203, 20.25, 14
204, 20.35, 19
205, 20.45, 19
206, 20.55, 18
207, 20.65, 18
208, 20.75, 13
209, 20.85, 12
210, 20.95, 15
211, 21.05, 10
212, 21.15, 16
213, 21.25, 24
214, 21.35, 21
215, 21.45, 17
216, 21.55, 12
217, 21.65, 18
218, 21.75, 15
219, 21.85, 11
220, 21.95, 14
221, 22.05, 25
222, 22.15, 20
223, 22.25, 28
224, 22.35, 23
225, 22.45, 22
226, 22.55, 22
227, 22.65, 29
228, 22.75, 72
229, 22.85, 144
230, 22.95, 189
231, 23.05, 200
232, 23.15, 140
233, 23.25, 90
234, 23.35, 34
235, 23.45, 22
236, 23.55, 24
237, 23.65, 16
238, 23.75, 28
239, 23.85, 23
240, 23.95, 18
241, 24.05, 18
242, 24.15, 21
243, 24.25, 13
244, 24.35, 14
245, 24.45, 12
246, 24.55, 17
247, 24.65, 17
248, 24.75, 19
249, 24.85, 30
250, 24.95, 16
251, 25.05, 22
252, 25.15, 13
253, 25.25, 19
254, 25.35, 16
255, 25.45, 10
256, 25.55, 25
257, 25.65, 24
258, 25.75, 22
259, 25.85, 23
260, 25.95, 16
261, 26.05, 19
262, 26.15, 16
263, 26.25, 25
264, 26.35, 21
265, 26.45, 24
266, 26.55, 29
267, 26.65, 33
268, 26.75, 22
269, 26.85, 30
270, 26.95, 40
271, 27.05, 38
272, 27.15, 44
273, 27.25, 50
274, 27.35, 38
275, 27.45, 19
276, 27.55, 16
277, 27.65, 14
278, 27.75, 12
279, 27.85, 16
280, 27.95, 23
281, 28.05, 17
282, 28.15, 17
283, 28.25, 13
284, 28.35, 17
285, 28.45, 11
286, 28.55, 15
287, 28.65, 12
288, 28.75, 17
289, 28.85, 13
290, 28.95, 16
291, 29.05, 10
292, 29.15, 11
293, 29.25, 14
294, 29.35, 11
295, 29.45, 12
296, 29.55, 11
297, 29.65, 9
298, 29.75, 5
299, 29.85, 23
300, 29.95, 11
301, 30.05, 22
302, 30.15, 13
303, 30.25, 15
304, 30.35, 8
305, 30.45, 14
306, 30.55, 7
307, 30.65, 17
308, 30.75, 18
309, 30.85, 8
310, 30.95, 8
311, 31.05, 11
312, 31.15, 11
313, 31.25, 17
314, 31.35, 20
315, 31.45, 17
316, 31.55, 13
317, 31.65, 10
318, 31.75, 6
319, 31.85, 15
320, 31.95, 9
321, 32.05, 21
322, 32.15, 11
323, 32.25, 11
324, 32.35, 17
325, 32.45, 19
326, 32.55, 8
327, 32.65, 18
328, 32.75, 9
329, 32.85, 9
330, 32.95, 12
331, 33.05, 12
332, 33.15, 17
333, 33.25, 15
334, 33.35, 17
335, 33.45, 19
336, 33.55, 46
337, 33.65, 42
338, 33.75, 34
339, 33.85, 19
340, 33.95, 21
341, 34.05, 9
342, 34.15, 11
343, 34.25, 9
344, 34.35, 16
345, 34.45, 21
346, 34.55, 11
347, 34.65, 16
348, 34.75, 15
349, 34.85, 19
350, 34.95, 12
351, 35.05, 8
352, 35.15, 12
353, 35.25, 20
354, 35.35, 14
355, 35.45, 7
356, 35.55, 16
357, 35.65, 12
358, 35.75, 17
359, 35.85, 12
360, 35.95, 13
361, 36.05, 6
362, 36.15, 13
363, 36.25, 11
364, 36.35, 12
365, 36.45, 15
366, 36.55, 12
367, 36.65, 12
368, 36.75, 15
369, 36.85, 17
370, 36.95, 12
371, 37.05, 21
372, 37.15, 13
373, 37.25, 12
374, 37.35, 15
375, 37.45, 15
376, 37.55, 18
377, 37.65, 11
378, 37.75, 6
379, 37.85, 5
380, 37.95, 12
381, 38.05, 15
382, 38.15, 12
383, 38.25, 10
384, 38.35, 11
385, 38.45, 4
386, 38.55, 16
387, 38.65, 13
388, 38.75, 15
389, 38.85, 15
390, 38.95, 11
391, 39.05, 10
392, 39.15, 17
393, 39.25, 21
394, 39.35, 30
395, 39.45, 36
396, 39.55, 29
397, 39.65, 24
398, 39.75, 10
399, 39.85, 13
400, 39.95, 18
401, 40.05, 12
402, 40.15, 10
403, 40.25, 7
404, 40.35, 15
405, 40.45, 13
406, 40.55, 10
407, 40.65, 6
408, 40.75, 13
409, 40.85, 7
410, 40.95, 9
411, 41.05, 9
412, 41.15, 20
413, 41.25, 7
414, 41.35, 14
415, 41.45, 12
416, 41.55, 14
417, 41.65, 10
418, 41.75, 10
419, 41.85, 14
420, 41.95, 16
421, 42.05, 13
422, 42.15, 11
423, 42.25, 17
424, 42.35, 14
425, 42.45, 18
426, 42.55, 28
427, 42.65, 31
428, 42.75, 52
429, 42.85, 39
430, 42.95, 45
431, 43.05, 28
432, 43.15, 30
433, 43.25, 16
434, 43.35, 16
435, 43.45, 13
436, 43.55, 16
437, 43.65, 15
438, 43.75, 12
439, 43.85, 8
440, 43.95, 9
441, 44.05, 14
442, 44.15, 7
443, 44.25, 10
444, 44.35, 6
445, 44.45, 5
446, 44.55, 17
447, 44.65, 7
448, 44.75, 12
449, 44.85, 20
450, 44.95, 18
451, 45.05, 26
452, 45.15, 35
453, 45.25, 36
454, 45.35, 23
455, 45.45, 17
456, 45.55, 24
457, 45.65, 19
458, 45.75, 14
459, 45.85, 16
460, 45.95, 6
461, 46.05, 10
462, 46.15, 12
463, 46.25, 9
464, 46.35, 5
465, 46.45, 15
466, 46.55, 18
467, 46.65, 35
468, 46.75, 28
469, 46.85, 27
470, 46.95, 18
471, 47.05, 12
472, 47.15, 12
473, 47.25, 9
474, 47.35, 13
475, 47.45, 14
476, 47.55, 14
477, 47.65, 23
478, 47.75, 30
479, 47.85, 42
480, 47.95, 26
481, 48.05, 18
482, 48.15, 22
483, 48.25, 18
484, 48.35, 18
485, 48.45, 16
486, 48.55, 31
487, 48.65, 25
488, 48.75, 30
489, 48.85, 26
490, 48.95, 16
491, 49.05, 22
492, 49.15, 25
493, 49.25, 25
494, 49.35, 36
495, 49.45, 34
496, 49.55, 26
497, 49.65, 41
498, 49.75, 46
499, 49.85, 57
500, 49.95, 43
501, 50.05, 65
502, 50.15, 79
503, 50.25, 51
504, 50.35, 39
505, 50.45, 38
506, 50.55, 16
507, 50.65, 12
508, 50.75, 11
509, 50.85, 11
510, 50.95, 16
511, 51.05, 13
512, 51.15, 6
513, 51.25, 13
514, 51.35, 14
515, 51.45, 6
516, 51.55, 9
517, 51.65, 9
518, 51.75, 12
519, 51.85, 13
520, 51.95, 9
521, 52.05, 16
522, 52.15, 17
523, 52.25, 22
524, 52.35, 16
525, 52.45, 22
526, 52.55, 23
527, 52.65, 22
528, 52.75, 20
529, 52.85, 16
530, 52.95, 13
531, 53.05, 19
532, 53.15, 18
533, 53.25, 8
534, 53.35, 15
535, 53.45, 18
536, 53.55, 11
537, 53.65, 13
538, 53.75, 15
539, 53.85, 11
540, 53.95, 13
541, 54.05, 11
542, 54.15, 20
543, 54.25, 14
544, 54.35, 13
545, 54.45, 15
546, 54.55, 11
547, 54.65, 20
548, 54.75, 18
549, 54.85, 12
550, 54.95, 11
551, 55.05, 20
552, 55.15, 14
553, 55.25, 9
554, 55.35, 14
555, 55.45, 10
556, 55.55, 7
557, 55.65, 12
558, 55.75, 10
559, 55.85, 19
560, 55.95, 17
561, 56.05, 15
562, 56.15, 13
563, 56.25, 8
564, 56.35, 14
565, 56.45, 16
566, 56.55, 16
567, 56.65, 10
568, 56.75, 14
569, 56.85, 17
570, 56.95, 13
571, 57.05, 16
572, 57.15, 21
573, 57.25, 10
574, 57.35, 23
575, 57.45, 19
576, 57.55, 18
577, 57.65, 11
578, 57.75, 13
579, 57.85, 10
580, 57.95, 17
581, 58.05, 11
582, 58.15, 10
583, 58.25, 14
584, 58.35, 16
585, 58.45, 5
586, 58.55, 13
587, 58.65, 8
588, 58.75, 12
589, 58.85, 12
590, 58.95, 14
591, 59.05, 10
592, 59.15, 14
593, 59.25, 10
594, 59.35, 15
595, 59.45, 12
596, 59.55, 12
597, 59.65, 19
598, 59.75, 14
599, 59.85, 14
600, 59.95, 13
601, 60.05, 14
602, 60.15, 14
603, 60.25, 20
604, 60.35, 20
605, 60.45, 15
606, 60.55, 13
607, 60.65, 10
608, 60.75, 12
609, 60.85, 12
610, 60.95, 13
611, 61.05, 10
612, 61.15, 11
613, 61.25, 12
614, 61.35, 14
615, 61.45, 24
616, 61.55, 22
617, 61.65, 18
618, 61.75, 10
619, 61.85, 18
620, 61.95, 18
621, 62.05, 14
622, 62.15, 14
623, 62.25, 16
624, 62.35, 10
625, 62.45, 18
626, 62.55, 18
627, 62.65, 18
628, 62.75, 17
629, 62.85, 17
630, 62.95, 13
631, 63.05, 14
632, 63.15, 13
633, 63.25, 22
634, 63.35, 17
635, 63.45, 17
636, 63.55, 16
637, 63.65, 16
638, 63.75, 10
639, 63.85, 10
640, 63.95, 11
641, 64.05, 17
642, 64.15, 16
643, 64.25, 18
644, 64.35, 10
645, 64.45, 17
646, 64.55, 19
647, 64.65, 12
648, 64.75, 12
649, 64.85, 6
650, 64.95, 11
651, 65.05, 11
652, 65.15, 14
653, 65.25, 21
654, 65.35, 39
655, 65.45, 172
656, 65.55, 466
657, 65.65, 820
658, 65.75, 921
659, 65.85, 707
660, 65.95, 330
661, 66.05, 131
662, 66.15, 22
663, 66.25, 22
664, 66.35, 11
665, 66.45, 13
666, 66.55, 8
667, 66.65, 12
668, 66.75, 4
669, 66.85, 4
670, 66.95, 10
671, 67.05, 10
672, 67.15, 7
673, 67.25, 7
674, 67.35, 9
675, 67.45, 6
676, 67.55, 12
677, 67.65, 13
678, 67.75, 12
679, 67.85, 3
680, 67.95, 11
681, 68.05, 8
682, 68.15, 7
683, 68.25, 8
684, 68.35, 12
685, 68.45, 4
686, 68.55, 10
687, 68.65, 8
688, 68.75, 9
689, 68.85, 9
690, 68.95, 7
691, 69.05, 7
692, 69.15, 7
693, 69.25, 13
694, 69.35, 8
695, 69.45, 5
696, 69.55, 8
697, 69.65, 4
698, 69.75, 6
699, 69.85, 10
700, 69.95, 10
701, 70.05, 7
702, 70.15, 8
703, 70.25, 10
704, 70.35, 10
705, 70.45, 9
706, 70.55, 4
707, 70.65, 6
708, 70.75, 8
709, 70.85, 11
710, 70.95, 10
711, 71.05, 5
712, 71.15, 10
713, 71.25, 8
714, 71.35, 16
715, 71.45, 5
716, 71.55, 9
717, 71.65, 14
718, 71.75, 11
719, 71.85, 7
720, 71.95, 6
721, 72.05, 8
722, 72.15, 13
723, 72.25, 7
724, 72.35, 9
725, 72.45, 11
726, 72.55, 7
727, 72.65, 9
728, 72.75, 8
729, 72.85, 3
730, 72.95, 8
731, 73.05, 9
732, 73.15, 11
733, 73.25, 7
734, 73.35, 5
735, 73.45, 10
736, 73.55, 8
737, 73.65, 9
738, 73.75, 11
739, 73.85, 11
740, 73.95, 7
741, 74.05, 6
742, 74.15, 12
743, 74.25, 10
744, 74.35, 8
745, 74.45, 12
746, 74.55, 9
747, 74.65, 11
748, 74.75, 10
749, 74.85, 7
750, 74.95, 5
751, 75.05, 10
752, 75.15, 9
753, 75.25, 3
754, 75.35, 10
755, 75.45, 11
756, 75.55, 10
757, 75.65, 13
758, 75.75, 11
759, 75.85, 6
760, 75.95, 9
761, 76.05, 8
762, 76.15, 12
763, 76.25, 13
764, 76.35, 5
765, 76.45, 8
766, 76.55, 11
767, 76.65, 5
768, 76.75, 16
769, 76.85, 10
770, 76.95, 10
771, 77.05, 12
772, 77.15, 10
773, 77.25, 7
774, 77.35, 6
775, 77.45, 12
776, 77.55, 10
777, 77.65, 10
778, 77.75, 3
779, 77.85, 6
780, 77.95, 8
781, 78.05, 10
782, 78.15, 15
783, 78.25, 6
784, 78.35, 6
785, 78.45, 6
786, 78.55, 8
787, 78.65, 9
788, 78.75, 16
789, 78.85, 10
790, 78.95, 7
791, 79.05, 17
792, 79.15, 6
793, 79.25, 10
794, 79.35, 9
795, 79.45, 8
796, 79.55, 10
797, 79.65, 14
798, 79.75, 10
799, 79.85, 11
800, 79.95, 13
801, 80.05, 5
802, 80.15, 17
803, 80.25, 7
804, 80.35, 4
805, 80.45, 5
806, 80.55, 8
807, 80.65, 8
808, 80.75, 8
809, 80.85, 7
810, 80.95, 11
811, 81.05, 9
812, 81.15, 18
813, 81.25, 9
814, 81.35, 12
815, 81.45, 10
816, 81.55, 7
817, 81.65, 8
818, 81.75, 14
819, 81.85, 9
820, 81.95, 6
821, 82.05, 9
822, 82.15, 11
823, 82.25, 13
824, 82.35, 8
825, 82.45, 11
826, 82.55, 7
827, 82.65, 11
828, 82.75, 10
829, 82.85, 15
830, 82.95, 10
831, 83.05, 8
832, 83.15, 12
833, 83.25, 13
834, 83.35, 10
835, 83.45, 5
836, 83.55, 10
837, 83.65, 8
838, 83.75, 8
839, 83.85, 9
840, 83.95, 9
841, 84.05, 17
842, 84.15, 13
843, 84.25, 9
844, 84.35, 8
845, 84.45, 5
846, 84.55, 12
847, 84.65, 13
848, 84.75, 8
849, 84.85, 11
850, 84.95, 9
851, 85.05, 8
852, 85.15, 6
853, 85.25, 13
854, 85.35, 8
855, 85.45, 10
856, 85.55, 11
857, 85.65, 8
858, 85.75, 5
859, 85.85, 6
860, 85.95, 12
861, 86.05, 12
862, 86.15, 12
863, 86.25, 7
864, 86.35, 9
865, 86.45, 6
866, 86.55, 9
867, 86.65, 9
868, 86.75, 9
869, 86.85, 12
870, 86.95, 10
871, 87.05, 13
872, 87.15, 9
873, 87.25, 8
874, 87.35, 9
875, 87.45, 13
876, 87.55, 7
877, 87.65, 8
878, 87.75, 10
879, 87.85, 6
880, 87.95, 8
881, 88.05, 15
882, 88.15, 12
883, 88.25, 17
884, 88.35, 5
885, 88.45, 30
886, 88.55, 44
887, 88.65, 69
888, 88.75, 90
889, 88.85, 67
890, 88.95, 46
891, 89.05, 21
892, 89.15, 12
893, 89.25, 14
894, 89.35, 14
895, 89.45, 8
896, 89.55, 16
897, 89.65, 13
898, 89.75, 3
899, 89.85, 11
900, 89.95, 13
901, 90.05, 4
902, 90.15, 16
903, 90.25, 11
904, 90.35, 10
905, 90.45, 16
906, 90.55, 12
907, 90.65, 5
908, 90.75, 9
909, 90.85, 9
910, 90.95, 9
911, 91.05, 15
912, 91.15, 12
913, 91.25, 6
914, 91.35, 3
915, 91.45, 6
916, 91.55, 10
917, 91.65, 14
918, 91.75, 10
919, 91.85, 13
920, 91.95, 27
921, 92.05, 38
922, 92.15, 61
923, 92.25, 89
924, 92.35, 60
925, 92.45, 24
926, 92.55, 23
927, 92.65, 17
928, 92.75, 6
929, 92.85, 11
930, 92.95, 9
931, 93.05, 6
932, 93.15, 10
933, 93.25, 11
934, 93.35, 10
935, 93.45, 12
936, 93.55, 4
937, 93.65, 6
938, 93.75, 9
939, 93.85, 11
940, 93.95, 12
941, 94.05, 6
942, 94.15, 9
943, 94.25, 11
944, 94.35, 9
945, 94.45, 12
946, 94.55, 7
947, 94.65, 11
948, 94.75, 11
949, 94.85, 9
950, 94.95, 12
951, 95.05, 10
952, 95.15, 9
953, 95.25, 10
954, 95.35, 9
955, 95.45, 13
956, 95.55, 11
957, 95.65, 7
958, 95.75, 10
959, 95.85, 14
960, 95.95, 9
961, 96.05, 12
962, 96.15, 21
963, 96.25, 13
964, 96.35, 15
965, 96.45, 10
966, 96.55, 5
967, 96.65, 18
968, 96.75, 2
969, 96.85, 13
970, 96.95, 9
971, 97.05, 15
972, 97.15, 13
973, 97.25, 11
974, 97.35, 5
975, 97.45, 9
976, 97.55, 7
977, 97.65, 8
978, 97.75, 14
979, 97.85, 9
980, 97.95, 10
981, 98.05, 7
982, 98.15, 10
983, 98.25, 8
984, 98.35, 7
985, 98.45, 12
986, 98.55, 13
987, 98.65, 18
988, 98.75, 13
989, 98.85, 14
990, 98.95, 12
991, 99.05, 25
992, 99.15, 21
993, 99.25, 79
994, 99.35, 57
995, 99.45, 77
996, 99.55, 53
997, 99.65, 22
998, 99.75, 10
999, 99.85, 17
1000, 99.95, 12
1001, 100.05, 16
1002, 100.15, 11
1003, 100.25, 7
1004, 100.35, 15
1005, 100.45, 18
1006, 100.55, 12
1007, 100.65, 7
1008, 100.75, 12
1009, 100.85, 6
1010, 100.95, 13
1011, 101.05, 10
1012, 101.15, 11
1013, 101.25, 14
1014, 101.35, 14
1015, 101.45, 8
1016, 101.55, 7
1017, 101.65, 10
1018, 101.75, 13
1019, 101.85, 12
1020, 101.95, 15
1021, 102.05, 4
1022, 102.15, 9
1023, 102.25, 10
1024, 102.35, 14
1025, 102.45, 6
1026, 102.55, 15
1027, 102.65, 10
1028, 102.75, 14
1029, 102.85, 13
1030, 102.95, 7
1031, 103.05, 17
1032, 103.15, 10
1033, 103.25, 11
1034, 103.35, 17
1035, 103.45, 11
1036, 103.55, 16
1037, 103.65, 9
1038, 103.75, 5
1039, 103.85, 7
1040, 103.95, 14
1041, 104.05, 13
1042, 104.15, 5
1043, 104.25, 11
1044, 104.35, 8
1045, 104.45, 9
1046, 104.55, 14
1047, 104.65, 13
1048, 104.75, 18
1049, 104.85, 24
1050, 104.95, 26
1051, 105.05, 45
1052, 105.15, 56
1053, 105.25, 56
1054, 105.35, 41
1055, 105.45, 22
1056, 105.55, 14
1057, 105.65, 12
1058, 105.75, 8
1059, 105.85, 14
1060, 105.95, 8
1061, 106.05, 5
1062, 106.15, 9
1063, 106.25, 13
1064, 106.35, 17
1065, 106.45, 17
1066, 106.55, 10
1067, 106.65, 10
1068, 106.75, 8
1069, 106.85, 7
1070, 106.95, 8
1071, 107.05, 13
1072, 107.15, 17
1073, 107.25, 10
1074, 107.35, 11
1075, 107.45, 9
1076, 107.55, 11
1077, 107.65, 17
1078, 107.75, 9
1079, 107.85, 14
1080, 107.95, 7
1081, 108.05, 17
1082, 108.15, 8
1083, 108.25, 15
1084, 108.35, 14
1085, 108.45, 22
1086, 108.55, 45
1087, 108.65, 48
1088, 108.75, 45
1089, 108.85, 29
1090, 108.95, 24
1091, 109.05, 17
1092, 109.15, 9
1093, 109.25, 8
1094, 109.35, 10
1095, 109.45, 11
1096, 109.55, 7
1097, 109.65, 12
1098, 109.75, 14
1099, 109.85, 5
1100, 109.95, 4
1101, 110.05, 9
1102, 110.15, 12
1103, 110.25, 5
1104, 110.35, 14
1105, 110.45, 14
1106, 110.55, 11
1107, 110.65, 18
1108, 110.75, 23
1109, 110.85, 42
1110, 110.95, 42
1111, 111.05, 32
1112, 111.15, 23
1113, 111.25, 13
1114, 111.35, 8
1115, 111.45, 10
1116, 111.55, 2
1117, 111.65, 5
1118, 111.75, 7
1119, 111.85, 14
1120, 111.95, 5
1121, 112.05, 16
1122, 112.15, 13
1123, 112.25, 17
1124, 112.35, 36
1125, 112.45, 28
1126, 112.55, 34
1127, 112.65, 31
1128, 112.75, 21
1129, 112.85, 6
1130, 112.95, 8
1131, 113.05, 11
1132, 113.15, 8
1133, 113.25, 10
1134, 113.35, 17
1135, 113.45, 27
1136, 113.55, 45
1137, 113.65, 37
1138, 113.75, 29
1139, 113.85, 17
1140, 113.95, 13
1141, 114.05, 12
1142, 114.15, 20
1143, 114.25, 30
1144, 114.35, 42
1145, 114.45, 32
1146, 114.55, 32
1147, 114.65, 24
1148, 114.75, 26
1149, 114.85, 25
1150, 114.95, 37
1151, 115.05, 52
1152, 115.15, 27
1153, 115.25, 25
1154, 115.35, 52
1155, 115.45, 56
1156, 115.55, 65
1157, 115.65, 78
1158, 115.75, 72
1159, 115.85, 101
1160, 115.95, 101
1161, 116.05, 54
1162, 116.15, 27
1163, 116.25, 9
1164, 116.35, 4
1165, 116.45, 2
1166, 116.55, 8
1167, 116.65, 12
1168, 116.75, 9
1169, 116.85, 8
1170, 116.95, 11
1171, 117.05, 11
1172, 117.15, 8
1173, 117.25, 9
1174, 117.35, 7
1175, 117.45, 11
1176, 117.55, 7
1177, 117.65, 7
1178, 117.75, 14
1179, 117.85, 8
1180, 117.95, 7
1181, 118.05, 8
1182, 118.15, 10
1183, 118.25, 11
1184, 118.35, 5
1185, 118.45, 15
1186, 118.55, 11
1187, 118.65, 9
1188, 118.75, 13
1189, 118.85, 6
1190, 118.95, 11
1191, 119.05, 11
1192, 119.15, 3
1193, 119.25, 6
1194, 119.35, 6
1195, 119.45, 6
1196, 119.55, 12
1197, 119.65, 7
1198, 119.75, 9
1199, 119.85, 8
1200, 119.95, 12
1201, 120.05, 12
1202, 120.15, 7
1203, 120.25, 8
1204, 120.35, 8
1205, 120.45, 10
1206, 120.55, 10
1207, 120.65, 10
1208, 120.75, 8
1209, 120.85, 7
1210, 120.95, 8
1211, 121.05, 9
1212, 121.15, 10
1213, 121.25, 8
1214, 121.35, 6
1215, 121.45, 4
1216, 121.55, 9
1217, 121.65, 11
1218, 121.75, 12
1219, 121.85, 7
1220, 121.95, 8
1221, 122.05, 9
1222, 122.15, 7
1223, 122.25, 10
1224, 122.35, 11
1225, 122.45, 10
1226, 122.55, 10
1227, 122.65, 7
1228, 122.75, 9
1229, 122.85, 4
1230, 122.95, 11
1231, 123.05, 6
1232, 123.15, 10
1233, 123.25, 9
1234, 123.35, 7
1235, 123.45, 9
1236, 123.55, 12
1237, 123.65, 7
1238, 123.75, 9
1239, 123.85, 9
1240, 123.95, 12
1241, 124.05, 4
1242, 124.15, 11
1243, 124.25, 12
1244, 124.35, 6
1245, 124.45, 9
1246, 124.55, 11
1247, 124.65, 8
1248, 124.75, 9
1249, 124.85, 5
1250, 124.95, 5
1251, 125.05, 11
1252, 125.15, 8
1253, 125.25, 11
1254, 125.35, 7
1255, 125.45, 4
1256, 125.55, 10
1257, 125.65, 4
1258, 125.75, 10
1259, 125.85, 5
1260, 125.95, 6
1261, 126.05, 13
1262, 126.15, 4
1263, 126.25, 6
1264, 126.35, 12
1265, 126.45, 7
1266, 126.55, 9
1267, 126.65, 8
1268, 126.75, 10
1269, 126.85, 9
1270, 126.95, 8
1271, 127.05, 12
1272, 127.15, 8
1273, 127.25, 14
1274, 127.35, 8
1275, 127.45, 10
1276, 127.55, 4
1277, 127.65, 6
1278, 127.75, 9
1279, 127.85, 5
1280, 127.95, 12
1281, 128.05, 9
1282, 128.15, 5
1283, 128.25, 8
1284, 128.35, 5
1285, 128.45, 11
1286, 128.55, 4
1287, 128.65, 11
1288, 128.75, 8
1289, 128.85, 6
1290, 128.95, 7
1291, 129.05, 9
1292, 129.15, 8
1293, 129.25, 9
1294, 129.35, 5
1295, 129.45, 8
1296, 129.55, 5
1297, 129.65, 10
1298, 129.75, 7
1299, 129.85, 10
1300, 129.95, 15
1301, 130.05, 7
1302, 130.15, 5
1303, 130.25, 5
1304, 130.35, 13
1305, 130.45, 11
1306, 130.55, 8
1307, 130.65, 8
1308, 130.75, 11
1309, 130.85, 9
1310, 130.95, 12
1311, 131.05, 13
1312, 131.15, 5
1313, 131.25, 12
1314, 131.35, 10
1315, 131.45, 15
1316, 131.55, 9
1317, 131.65, 3
1318, 131.75, 7
1319, 131.85, 10
1320, 131.95, 4
1321, 132.05, 5
1322, 132.15, 3
1323, 132.25, 8
1324, 132.35, 10
1325, 132.45, 7
1326, 132.55, 9
1327, 132.65, 9
1328, 132.75, 10
1329, 132.85, 6
1330, 132.95, 8
1331, 133.05, 8
1332, 133.15, 6
1333, 133.25, 12
1334, 133.35, 4
1335, 133.45, 10
1336, 133.55, 7
1337, 133.65, 10
1338, 133.75, 15
1339, 133.85, 6
1340, 133.95, 6
1341, 134.05, 10
1342, 134.15, 7
1343, 134.25, 5
1344, 134.35, 8
1345, 134.45, 5
1346, 134.55, 7
1347, 134.65, 7
1348, 134.75, 14
1349, 134.85, 7
1350, 134.95, 14
1351, 135.05, 13
1352, 135.15, 7
1353, 135.25, 10
1354, 135.35, 12
1355, 135.45, 8
1356, 135.55, 8
1357, 135.65, 9
1358, 135.75, 10
1359, 135.85, 7
1360, 135.95, 5
1361, 136.05, 6
1362, 136.15, 2
1363, 136.25, 10
